,building_id,registration_id,borough,house_number,street_name,postcode,of_dwelling_units,infested_dwelling_unit_count,eradicated_unit_count,re_infested_dwelling_unit,filing_date,filing_period_start_date,filling_period_end_date,latitude,longitude,community_board,city_council_district,census_tract_2010,bin,bbl,nta
497,138293,336444,BROOKLYN,4923,13 AVENUE,11219.0,6,0,0,0,2022-03-01T00:00:00.000,2020-11-01T00:00:00.000,2021-10-31T00:00:00.000,40.634849,-73.99229,12,44,236,3137749.0,3056420001.0,Borough Park
498,835269,501611,STATEN ISLAND,35,CLIFTON AVENUE,10305.0,3,0,0,0,2023-07-07T00:00:00.000,2021-11-01T00:00:00.000,2022-10-31T00:00:00.000,40.615727,-74.065187,1,49,6,5154148.0,5028270136.0,Rosebank-Shore Acres-Park Hill
499,317152,359716,BROOKLYN,341,JEFFERSON AVENUE,11216.0,3,0,0,0,2023-09-18T00:00:00.000,2021-11-01T00:00:00.000,2022-10-31T00:00:00.000,40.683926,-73.944517,3,36,267,3052011.0,3018290043.0,Bedford-Stuyvesant (West)
500,953043,384962,BROOKLYN,59,ORIENT AVENUE,11211.0,8,0,0,0,2020-12-15T00:00:00.000,2019-11-01T00:00:00.000,2020-10-31T00:00:00.000,40.71517,-73.939513,1,34,477,3070238.0,3029070047.0,East Williamsburg
501,808439,332553,BROOKLYN,477,GRAHAM AVENUE,11222.0,3,0,0,0,2019-06-21T00:00:00.000,2017-11-01T00:00:00.000,2018-11-30T00:00:00.000,40.719859,-73.945833,1,33,499,3329966.0,3027240024.0,Greenpoint
502,219055,336661,BROOKLYN,440,CHAUNCEY STREET,11233.0,8,0,0,0,2023-06-21T00:00:00.000,2021-11-01T00:00:00.000,2022-10-31T00:00:00.000,40.682058,-73.914957,16,41,371,3041099.0,3015150037.0,Ocean Hill
503,23860,103790,MANHATTAN,1364,LEXINGTON AVENUE,10128.0,8,0,0,0,2021-07-01T00:00:00.000,2019-11-01T00:00:00.000,2020-10-31T00:00:00.000,40.782209,-73.953622,8,4,14802,1048253.0,1015190016.0,Upper East Side-Carnegie Hill
504,9021,109252,MANHATTAN,70,CARMINE STREET,10014.0,9,0,0,0,2021-04-02T00:00:00.000,2019-11-01T00:00:00.000,2020-10-31T00:00:00.000,40.729703,-74.004387,2,3,67,1008405.0,1005280067.0,West Village
505,30189,108265,MANHATTAN,231,WEST 13 STREET,10011.0,6,0,0,0,2023-06-20T00:00:00.000,2021-11-01T00:00:00.000,2022-10-31T00:00:00.000,40.738385,-74.001386,2,3,77,1011122.0,1006180055.0,West Village
506,244245,323654,BROOKLYN,1570,EAST 14 STREET,11230.0,65,0,0,0,2022-02-21T00:00:00.000,2020-11-01T00:00:00.000,2021-10-31T00:00:00.000,40.611229,-73.959708,14,48,542,3181770.0,3067600035.0,Midwood
507,513810,418660,QUEENS,95-36,102 STREET,11416.0,3,0,0,0,2023-05-02T00:00:00.000,2021-11-01T00:00:00.000,2022-10-31T00:00:00.000,40.688404,-73.842079,9,29,114,4197007.0,4093790018.0,Ozone Park (North)
508,30525,128312,MANHATTAN,228,WEST 16 STREET,10011.0,17,0,0,0,2023-07-05T00:00:00.000,2021-11-01T00:00:00.000,2022-10-31T00:00:00.000,40.740292,-73.999711,4,3,81,1013783.0,1007650059.0,Chelsea-Hudson Yards
509,705798,402244,QUEENS,703,WOODWARD AVENUE,11385.0,4,0,0,0,2020-06-23T00:00:00.000,2018-11-01T00:00:00.000,2019-10-31T00:00:00.000,40.704778,-73.905468,5,30,589,4083274.0,4034790012.0,Ridgewood
510,368730,303326,BROOKLYN,110,SEIGEL STREET,11206.0,6,0,0,0,2023-10-04T00:00:00.000,2021-11-01T00:00:00.000,2022-10-31T00:00:00.000,40.704519,-73.942174,1,34,491,3071457.0,3030970012.0,East Williamsburg
511,189592,308730,BROOKLYN,1202,AVENUE K,11230.0,40,1,1,0,2021-01-22T00:00:00.000,2019-11-01T00:00:00.000,2020-10-31T00:00:00.000,40.622492,-73.963567,14,44,534,3180226.0,3067230001.0,Midwood
512,79152,211229,BRONX,663,FOX STREET,10455.0,39,0,0,0,2019-04-10T00:00:00.000,2017-11-01T00:00:00.000,2018-11-30T00:00:00.000,40.814056,-73.900588,2,17,83,2117541.0,2026840079.0,Longwood
513,804399,139246,MANHATTAN,304,EAST 23 STREET,10010.0,135,0,0,0,2021-12-30T00:00:00.000,2020-11-01T00:00:00.000,2021-10-31T00:00:00.000,40.737697,-73.980478,6,2,64,1076164.0,1009287502.0,Gramercy
514,41765,108141,MANHATTAN,619,WEST 143 STREET,10031.0,20,0,0,0,2023-07-13T00:00:00.000,2021-11-01T00:00:00.000,2022-10-31T00:00:00.000,40.825358,-73.9519,9,7,229,1062358.0,1020900019.0,Hamilton Heights-Sugar Hill
515,318269,346154,BROOKLYN,119,JEWEL STREET,11222.0,4,0,0,0,2023-06-26T00:00:00.000,2021-11-01T00:00:00.000,2022-10-31T00:00:00.000,40.728272,-73.947399,1,33,573,3065841.0,3026250010.0,Greenpoint
516,35105,125396,MANHATTAN,268,WEST 73 STREET,10023.0,9,0,0,0,2023-07-11T00:00:00.000,2021-11-01T00:00:00.000,2022-10-31T00:00:00.000,40.7802,-73.983318,7,6,159,1030532.0,1011640059.0,Upper West Side-Lincoln Square
517,11545,133875,MANHATTAN,335,EAST 10 STREET,10009.0,8,0,0,0,2020-12-31T00:00:00.000,2019-11-01T00:00:00.000,2020-10-31T00:00:00.000,40.727152,-73.980561,3,2,34,1005146.0,1004040038.0,East Village
518,657954,403034,QUEENS,2027,GATES AVENUE,11385.0,6,0,0,0,2019-02-22T00:00:00.000,2017-11-01T00:00:00.000,2018-11-30T00:00:00.000,40.706764,-73.904856,5,30,589,4083425.0,4034850071.0,Ridgewood
519,210427,365411,BROOKLYN,444,BLAKE AVENUE,11212.0,12,0,0,0,2019-12-23T00:00:00.000,2018-11-01T00:00:00.000,2019-10-31T00:00:00.000,40.666653,-73.902739,16,42,910,3084422.0,3037800027.0,Brownsville
520,807868,303050,BROOKLYN,1421,BROOKLYN AVENUE,11210.0,48,2,2,2,2019-01-30T00:00:00.000,2017-11-01T00:00:00.000,2018-11-30T00:00:00.000,40.638332,-73.942426,17,45,782,3327270.0,3050000200.0,East Flatbush-Farragut
521,347654,300718,BROOKLYN,39,OCEAN AVENUE,11225.0,30,0,0,0,2020-12-07T00:00:00.000,2019-11-01T00:00:00.000,2020-10-31T00:00:00.000,40.661816,-73.963015,9,40,327,3114557.0,3050240026.0,Prospect Lefferts Gardens-Wingate
522,22229,116001,MANHATTAN,115,GREENWICH AVENUE,10014.0,37,0,0,0,2020-12-08T00:00:00.000,2019-11-01T00:00:00.000,2020-10-31T00:00:00.000,40.73822,-74.002097,2,3,77,1011068.0,1006160027.0,West Village
523,697939,417655,QUEENS,1645,SUMMERFIELD STREET,11385.0,6,0,0,0,2022-02-07T00:00:00.000,2020-11-01T00:00:00.000,2021-10-31T00:00:00.000,40.695648,-73.901586,5,34,559,4085766.0,4035540078.0,Ridgewood
524,370481,327862,BROOKLYN,9229,SHORE ROAD,11209.0,30,0,0,0,2020-12-21T00:00:00.000,2019-11-01T00:00:00.000,2020-10-31T00:00:00.000,40.620007,-74.040416,10,43,5202,3154971.0,3060990010.0,Bay Ridge
525,12698,119590,MANHATTAN,206,EAST 25 STREET,10010.0,20,2,2,0,2019-01-02T00:00:00.000,2017-11-01T00:00:00.000,2018-11-30T00:00:00.000,40.739926,-73.981787,6,2,66,1019806.0,1009050054.0,Murray Hill-Kips Bay
526,379821,362205,BROOKLYN,4605,SURF AVENUE,11224.0,14,0,0,0,2023-07-12T00:00:00.000,2021-11-01T00:00:00.000,2022-10-31T00:00:00.000,40.576632,-74.010461,13,47,336,3189186.0,3070240141.0,Coney Island-Sea Gate
527,63993,220516,BRONX,394,EAST 155 STREET,10455.0,3,0,0,0,2023-07-11T00:00:00.000,2021-11-01T00:00:00.000,2022-10-31T00:00:00.000,40.820249,-73.916215,1,17,67,2099674.0,2024010020.0,Melrose
528,213398,368556,BROOKLYN,1311,BRIGHTWATER AVENUE,11235.0,206,0,0,0,2020-12-21T00:00:00.000,2019-11-01T00:00:00.000,2020-10-31T00:00:00.000,40.575682,-73.955388,13,48,61002,3245726.0,3087210375.0,Brighton Beach
529,890977,225471,BRONX,2316,BEAUMONT AVENUE,10458.0,16,0,16,0,2021-12-30T00:00:00.000,2020-11-01T00:00:00.000,2021-10-31T00:00:00.000,40.852942,-73.885058,6,15,391,2116210.0,2031037501.0,Belmont
530,896895,381895,BROOKLYN,2836,BRIGHTON 3 STREET,11235.0,3,0,0,0,2023-07-09T00:00:00.000,2021-11-01T00:00:00.000,2022-10-31T00:00:00.000,40.582032,-73.965655,13,48,366,3392030.0,3072607503.0,Brighton Beach
531,283081,375325,BROOKLYN,1477,EAST 94 STREET,11236.0,3,0,0,0,2022-04-21T00:00:00.000,2020-11-01T00:00:00.000,2021-10-31T00:00:00.000,40.636065,-73.896306,18,46,1010,3232677.0,3082590013.0,Canarsie
532,323769,352814,BROOKLYN,30,LEFFERTS PLACE,11238.0,7,0,0,0,2022-02-24T00:00:00.000,2020-11-01T00:00:00.000,2021-10-31T00:00:00.000,40.681633,-73.962395,2,35,201,3057804.0,3020180026.0,Clinton Hill
533,88503,207346,BRONX,231,JACKSON AVENUE,10454.0,15,0,0,0,2021-05-13T00:00:00.000,2019-11-01T00:00:00.000,2020-10-31T00:00:00.000,40.804572,-73.912923,1,8,2702,2003793.0,2025660020.0,Mott Haven-Port Morris
534,1368,600053,MANHATTAN,302,2 AVENUE,10003.0,163,0,0,0,2022-12-08T00:00:00.000,2021-11-01T00:00:00.000,2022-10-31T00:00:00.000,40.734574,-73.983301,6,2,48,1020429.0,1009230001.0,Gramercy
535,11177,105804,MANHATTAN,41,EAST 7 STREET,10003.0,22,0,0,0,2020-04-22T00:00:00.000,2018-11-01T00:00:00.000,2019-10-31T00:00:00.000,40.728157,-73.988523,3,2,38,1006684.0,1004630036.0,East Village
536,985047,227859,BRONX,1952,GLEASON AVENUE,10472.0,3,0,0,0,2023-06-28T00:00:00.000,2021-11-01T00:00:00.000,2022-10-31T00:00:00.000,40.830837,-73.859079,9,18,72,2025799.0,2037920018.0,Castle Hill-Unionport
537,24587,119021,MANHATTAN,1132,MADISON AVENUE,10028.0,4,0,0,0,2021-12-16T00:00:00.000,2020-11-01T00:00:00.000,2021-10-31T00:00:00.000,40.779694,-73.959671,8,4,15001,1046818.0,1014960016.0,Upper East Side-Carnegie Hill
538,292874,821484,BROOKLYN,681,FLATBUSH AVENUE,11225.0,2,0,0,0,2022-02-24T00:00:00.000,2020-11-01T00:00:00.000,2021-10-31T00:00:00.000,40.656578,-73.960085,9,40,79601,3115643.0,3050450002.0,Prospect Lefferts Gardens-Wingate
539,25352,113616,MANHATTAN,82,MANHATTAN AVENUE,10025.0,20,0,0,0,2023-06-20T00:00:00.000,2021-11-01T00:00:00.000,2022-10-31T00:00:00.000,40.797056,-73.96263,7,7,189,1055483.0,1018390045.0,Upper West Side-Manhattan Valley
540,899801,382166,BROOKLYN,728,OCEAN VIEW AVENUE,11235.0,12,0,0,0,2023-07-10T00:00:00.000,2021-11-01T00:00:00.000,2022-10-31T00:00:00.000,40.579936,-73.96044,13,48,362,3397672.0,3086787501.0,Brighton Beach
541,939210,226644,BRONX,847,EAST 223 STREET,10466.0,4,0,0,0,2023-07-10T00:00:00.000,2021-11-01T00:00:00.000,2022-10-31T00:00:00.000,40.885051,-73.856993,12,12,396,2117107.0,2048480115.0,Williamsbridge-Olinville
542,123281,228618,BRONX,3510,WHITE PLAINS ROAD,10467.0,24,0,0,0,2023-06-28T00:00:00.000,2021-11-01T00:00:00.000,2022-10-31T00:00:00.000,40.87775,-73.866262,12,12,380,2057677.0,2046570020.0,Williamsbridge-Olinville
543,213196,366257,BROOKLYN,3026,BRIGHTON 14 STREET,11235.0,53,0,0,0,2021-12-28T00:00:00.000,2020-11-01T00:00:00.000,2021-10-31T00:00:00.000,40.57897,-73.955203,13,48,61004,3245627.0,3087160038.0,Brighton Beach
544,6923,103490,MANHATTAN,72,BEDFORD STREET,10014.0,17,0,0,0,2019-02-27T00:00:00.000,2017-11-01T00:00:00.000,2018-11-30T00:00:00.000,40.731424,-74.004857,2,3,67,1009938.0,1005870007.0,West Village
545,12730,102758,MANHATTAN,111,EAST 26 STREET,10010.0,41,0,0,0,2021-12-08T00:00:00.000,2020-11-01T00:00:00.000,2021-10-31T00:00:00.000,40.741831,-73.984331,5,2,68,1018124.0,1008820008.0,Gramercy
546,895728,381766,BROOKLYN,42,TAPSCOTT STREET,11212.0,3,0,0,0,2021-06-14T00:00:00.000,2019-11-01T00:00:00.000,2020-10-31T00:00:00.000,40.667013,-73.920813,16,41,900,3350335.0,3035100052.0,Brownsville
547,863615,379320,BROOKLYN,183,NEWPORT STREET,11212.0,3,0,0,0,2023-07-05T00:00:00.000,2021-11-01T00:00:00.000,2022-10-31T00:00:00.000,40.659439,-73.908448,16,42,916,3378152.0,3036020004.0,Brownsville
548,26426,105499,MANHATTAN,530,PARK AVENUE,10065.0,102,0,0,0,2021-12-17T00:00:00.000,2020-11-01T00:00:00.000,2021-10-31T00:00:00.000,40.763932,-73.96907,8,4,11401,1040806.0,1013757503.0,Upper East Side-Carnegie Hill
549,343031,366173,BROOKLYN,4712,NEW UTRECHT AVENUE,11219.0,3,0,0,0,2021-05-05T00:00:00.000,2019-11-01T00:00:00.000,2020-10-31T00:00:00.000,40.63811,-73.994574,12,44,222,3137159.0,3056270018.0,Borough Park
550,952085,431055,QUEENS,23-37,31 DRIVE,11106.0,5,0,0,0,2023-09-26T00:00:00.000,2021-11-01T00:00:00.000,2022-10-31T00:00:00.000,40.765188,-73.929291,1,22,75,4538170.0,4005680206.0,Astoria (Central)
551,142373,377119,BROOKLYN,8845,17 AVENUE,11214.0,3,0,0,0,2020-06-19T00:00:00.000,2018-11-01T00:00:00.000,2019-10-31T00:00:00.000,40.60361,-74.010022,11,47,176,3342185.0,3064620020.0,Bath Beach
552,658218,403841,QUEENS,1833,GEORGE STREET,11385.0,6,0,0,0,2020-12-22T00:00:00.000,2019-11-01T00:00:00.000,2020-10-31T00:00:00.000,40.699674,-73.901032,5,34,557,4086268.0,4035740039.0,Ridgewood
553,100094,218543,BRONX,1524,ODELL STREET,10462.0,4,0,0,0,2022-03-16T00:00:00.000,2020-11-01T00:00:00.000,2021-10-31T00:00:00.000,40.836615,-73.854271,9,18,222,2092930.0,2039470013.0,Parkchester
554,347664,305835,BROOKLYN,407,OCEAN AVENUE,11226.0,13,0,0,0,2019-12-04T00:00:00.000,2018-11-01T00:00:00.000,2019-10-31T00:00:00.000,40.652893,-73.961532,14,40,50803,3116134.0,3050620011.0,Flatbush
555,347340,315466,BROOKLYN,1928,OCEAN AVENUE,11230.0,55,0,0,0,2023-06-27T00:00:00.000,2021-11-01T00:00:00.000,2022-10-31T00:00:00.000,40.61491,-73.954361,14,48,546,3181611.0,3067570031.0,Midwood
556,793515,17072,STATEN ISLAND,117,WESTCOTT BOULEVARD,10314.0,2,0,0,0,2023-06-22T00:00:00.000,2021-11-01T00:00:00.000,2022-10-31T00:00:00.000,40.617445,-74.12773,1,50,151,5010358.0,5003680135.0,Westerleigh-Castleton Corners
557,689549,415418,QUEENS,1642,PUTNAM AVENUE,11385.0,6,0,0,0,2020-12-29T00:00:00.000,2019-11-01T00:00:00.000,2020-10-31T00:00:00.000,40.699188,-73.90782,5,34,553,4085444.0,4035460027.0,Ridgewood
558,79677,219618,BRONX,2416,FULLER STREET,10461.0,3,0,0,0,2023-07-06T00:00:00.000,2021-11-01T00:00:00.000,2022-10-31T00:00:00.000,40.841135,-73.851702,10,18,204,2042196.0,2039960010.0,Westchester Square
559,314191,302334,BROOKLYN,630,HOWARD AVENUE,11212.0,23,0,0,0,2021-12-14T00:00:00.000,2020-11-01T00:00:00.000,2021-10-31T00:00:00.000,40.666625,-73.919642,16,41,900,3080881.0,3035110060.0,Brownsville
560,103341,218656,BRONX,1947,PILGRIM AVENUE,10461.0,3,0,0,0,2023-07-10T00:00:00.000,2021-11-01T00:00:00.000,2022-10-31T00:00:00.000,40.85096,-73.83296,10,13,300,2047253.0,2042320046.0,Pelham Bay-Country Club-City Island
561,279388,383621,BROOKLYN,1007,EAST 86 STREET,11236.0,3,0,0,0,2021-12-10T00:00:00.000,2020-11-01T00:00:00.000,2021-10-31T00:00:00.000,40.636516,-73.906826,18,46,994,3340322.0,3080387501.0,Canarsie
562,64567,208914,BRONX,237,EAST 163 STREET,10451.0,25,0,0,0,2023-06-27T00:00:00.000,2021-11-01T00:00:00.000,2022-10-31T00:00:00.000,40.82767,-73.918826,4,16,18302,2002496.0,2024460037.0,Concourse-Concourse Village
563,331672,329817,BROOKLYN,397,MANHATTAN AVENUE,11211.0,3,0,0,0,2021-02-09T00:00:00.000,2019-11-01T00:00:00.000,2020-10-31T00:00:00.000,40.718094,-73.946689,1,34,501,3068069.0,3027330026.0,East Williamsburg
564,966437,227299,BRONX,616,EAST 139 STREET,10454.0,70,12,12,4,2019-01-15T00:00:00.000,2017-11-01T00:00:00.000,2018-11-30T00:00:00.000,40.806384,-73.914383,1,8,2702,2127488.0,2025510030.0,Mott Haven-Port Morris
565,233063,327567,BROOKLYN,108,DIAMOND STREET,11222.0,3,0,0,0,2021-12-07T00:00:00.000,2020-11-01T00:00:00.000,2021-10-31T00:00:00.000,40.726323,-73.947246,1,33,571,3339555.0,3026520052.0,Greenpoint
566,896825,385101,BROOKLYN,63,BRIGHTON 2 PLACE,11235.0,8,0,0,0,2022-03-19T00:00:00.000,2020-11-01T00:00:00.000,2021-10-31T00:00:00.000,40.579238,-73.966009,13,48,364,3403096.0,3086627504.0,Brighton Beach
567,805216,127444,MANHATTAN,69,PERRY STREET,10014.0,5,0,0,0,2021-04-14T00:00:00.000,2019-11-01T00:00:00.000,2020-10-31T00:00:00.000,40.735451,-74.003994,2,3,73,1078194.0,1006220061.0,West Village
568,926450,226115,BRONX,2284,SEDGWICK AVENUE,10468.0,3,0,3,0,2023-07-07T00:00:00.000,2021-11-01T00:00:00.000,2022-10-31T00:00:00.000,40.861377,-73.909873,7,14,255,2113431.0,2032250147.0,University Heights (North)-Fordham
569,319375,311706,BROOKLYN,212,KENT STREET,11222.0,5,0,0,0,2020-12-23T00:00:00.000,2019-11-01T00:00:00.000,2020-10-31T00:00:00.000,40.731096,-73.952315,1,33,575,3064767.0,3025590031.0,Greenpoint
570,11997,103812,MANHATTAN,545,EAST 13 STREET,10009.0,5,0,0,0,2019-12-31T00:00:00.000,2018-11-01T00:00:00.000,2019-10-31T00:00:00.000,40.729194,-73.979575,3,2,34,1005253.0,1004070038.0,East Village
571,23789,610806,MANHATTAN,1101,LEXINGTON AVENUE,10075.0,4,0,0,0,2020-12-29T00:00:00.000,2019-11-01T00:00:00.000,2020-10-31T00:00:00.000,40.773771,-73.959751,8,4,140,1043195.0,1014120022.0,Upper East Side-Carnegie Hill
572,807859,303040,BROOKLYN,1404,BROOKLYN AVENUE,11210.0,42,1,1,0,2021-12-26T00:00:00.000,2020-11-01T00:00:00.000,2021-10-31T00:00:00.000,40.638549,-73.942469,17,45,782,3327336.0,3049810050.0,East Flatbush-Farragut
573,214304,355475,BROOKLYN,851,BROADWAY,11206.0,4,0,0,0,2023-06-27T00:00:00.000,2021-11-01T00:00:00.000,2022-10-31T00:00:00.000,40.698789,-73.938435,4,34,389,3071734.0,3031340003.0,Bushwick (West)
574,804131,112559,MANHATTAN,314,BLEECKER STREET,10014.0,6,0,0,0,2021-05-24T00:00:00.000,2019-11-01T00:00:00.000,2020-10-31T00:00:00.000,40.732824,-74.003933,2,3,73,1076842.0,1005887501.0,West Village
575,219132,378223,BROOKLYN,531,CHAUNCEY STREET,11233.0,3,0,0,0,2022-03-08T00:00:00.000,2020-11-01T00:00:00.000,2021-10-31T00:00:00.000,40.682266,-73.913302,16,41,373,3040978.0,3015110060.0,Ocean Hill
576,222837,306791,BROOKLYN,336,CLINTON AVENUE,11205.0,9,0,0,0,2020-12-30T00:00:00.000,2019-11-01T00:00:00.000,2020-10-31T00:00:00.000,40.688288,-73.967858,2,35,197,3055304.0,3019290045.0,Clinton Hill
577,100308,228627,BRONX,2525,OLINVILLE AVENUE,10467.0,8,0,0,0,2023-06-21T00:00:00.000,2021-11-01T00:00:00.000,2022-10-31T00:00:00.000,40.863741,-73.868431,11,15,33202,2051295.0,2044280054.0,Allerton
578,833753,378430,BROOKLYN,10831,SEAVIEW AVENUE,11236.0,5,0,0,0,2019-12-30T00:00:00.000,2018-11-01T00:00:00.000,2019-10-31T00:00:00.000,40.639183,-73.881395,18,46,1018,3344338.0,3082737501.0,Canarsie
579,661285,413125,QUEENS,2013,GROVE STREET,11385.0,4,0,0,0,2023-07-06T00:00:00.000,2021-11-01T00:00:00.000,2022-10-31T00:00:00.000,40.707523,-73.90646,5,30,589,4080665.0,4033840076.0,Ridgewood
580,386154,351659,BROOKLYN,577,VANDERBILT AVENUE,11238.0,6,0,0,0,2022-03-18T00:00:00.000,2020-11-01T00:00:00.000,2021-10-31T00:00:00.000,40.680482,-73.967836,8,35,203,3027655.0,3011300004.0,Prospect Heights
581,12388,119686,MANHATTAN,310,EAST 19 STREET,10003.0,26,0,0,0,2021-11-29T00:00:00.000,2019-11-01T00:00:00.000,2020-10-31T00:00:00.000,40.735238,-73.982258,6,2,48,1020508.0,1009240060.0,Gramercy
582,73779,209370,BRONX,115,EAST MOSHOLU PARKWAY NORTH,10467.0,100,3,3,0,2021-04-05T00:00:00.000,2019-11-01T00:00:00.000,2020-10-31T00:00:00.000,40.877386,-73.882051,7,11,419,2017719.0,2033260001.0,Norwood
583,937342,143980,MANHATTAN,50,WEST STREET,10006.0,186,0,0,0,2023-06-20T00:00:00.000,2021-11-01T00:00:00.000,2022-10-31T00:00:00.000,40.708005,-74.015531,1,1,13,1090192.0,1000177501.0,Financial District-Battery Park City
584,247348,347548,BROOKLYN,1270,EAST 18 STREET,11230.0,65,2,2,0,2019-12-23T00:00:00.000,2018-11-01T00:00:00.000,2019-10-31T00:00:00.000,40.619657,-73.957445,14,44,538,3180684.0,3067370023.0,Midwood
585,110122,210900,BRONX,2325,SOUTHERN BOULEVARD,10460.0,27,0,0,0,2021-12-20T00:00:00.000,2020-11-01T00:00:00.000,2021-10-31T00:00:00.000,40.851402,-73.882238,6,15,393,2013035.0,2031140031.0,Belmont
586,968132,385994,BROOKLYN,26,BROOME STREET,11222.0,6,0,0,0,2022-03-21T00:00:00.000,2020-11-01T00:00:00.000,2021-10-31T00:00:00.000,40.722233,-73.946174,1,33,499,3390989.0,3027010020.0,Greenpoint
587,847667,378857,BROOKLYN,251,SKILLMAN AVENUE,11211.0,3,0,0,0,2021-12-27T00:00:00.000,2020-11-01T00:00:00.000,2021-10-31T00:00:00.000,40.716296,-73.940894,1,34,477,3378410.0,3028840033.0,East Williamsburg
588,350086,344078,BROOKLYN,2370,PACIFIC STREET,11233.0,7,0,7,0,2023-06-27T00:00:00.000,2021-11-01T00:00:00.000,2022-10-31T00:00:00.000,40.675303,-73.906764,16,37,36502,3038779.0,3014430025.0,Ocean Hill
589,18104,119542,MANHATTAN,19,EAST 90 STREET,10128.0,49,0,0,0,2021-12-27T00:00:00.000,2020-11-01T00:00:00.000,2021-10-31T00:00:00.000,40.783728,-73.957679,8,4,15002,1046983.0,1015020017.0,Upper East Side-Carnegie Hill
590,71106,223352,BRONX,962,EAST 228 STREET,10466.0,3,0,0,0,2022-01-12T00:00:00.000,2020-11-01T00:00:00.000,2021-10-31T00:00:00.000,40.887542,-73.851841,12,12,404,2064563.0,2048630083.0,Williamsbridge-Olinville
591,673443,923682,QUEENS,115-03,LIBERTY AVENUE,11419.0,2,0,0,0,2022-12-07T00:00:00.000,2021-11-01T00:00:00.000,2022-10-31T00:00:00.000,40.685768,-73.827594,10,29,98,4201955.0,4095200032.0,South Ozone Park
592,30207,114488,MANHATTAN,319,WEST 13 STREET,10014.0,19,0,0,0,2020-12-31T00:00:00.000,2019-11-01T00:00:00.000,2020-10-31T00:00:00.000,40.739543,-74.004135,2,3,77,1011716.0,1006290051.0,West Village
593,292967,817891,BROOKLYN,862,FLATBUSH AVENUE,11226.0,2,0,0,0,2021-02-11T00:00:00.000,2019-11-01T00:00:00.000,2020-10-31T00:00:00.000,40.651349,-73.958967,14,40,50801,3116584.0,3050820039.0,Flatbush
594,885182,225183,BRONX,1559,ZEREGA AVENUE,10462.0,3,0,0,0,2023-09-20T00:00:00.000,2021-11-01T00:00:00.000,2022-10-31T00:00:00.000,40.838782,-73.849601,10,18,202,2113972.0,2039720060.0,Westchester Square
595,151034,376072,BROOKLYN,1336,45 STREET,11219.0,4,0,0,0,2022-02-23T00:00:00.000,2020-11-01T00:00:00.000,2021-10-31T00:00:00.000,40.636718,-73.988899,12,44,232,3136735.0,3056170021.0,Borough Park
596,49497,711555,BRONX,2400,BELMONT AVENUE,10458.0,2,0,0,0,2023-07-07T00:00:00.000,2021-11-01T00:00:00.000,2022-10-31T00:00:00.000,40.854999,-73.886063,6,15,389,2012177.0,2030750001.0,Belmont
597,335281,310761,BROOKLYN,41,MC GUINNESS BOULEVARD,11222.0,3,0,0,0,2021-10-08T00:00:00.000,2019-11-01T00:00:00.000,2020-10-31T00:00:00.000,40.724106,-73.947882,1,33,571,3066838.0,3026820015.0,Greenpoint
598,294271,357196,BROOKLYN,139,FORBELL STREET,11208.0,3,0,0,0,2023-07-09T00:00:00.000,2021-11-01T00:00:00.000,2022-10-31T00:00:00.000,40.67988,-73.864427,5,37,1188,3094155.0,3041850014.0,East New York-City Line
599,1515,127503,MANHATTAN,69,2 AVENUE,10003.0,10,0,0,0,2018-12-20T00:00:00.000,2017-11-01T00:00:00.000,2018-11-30T00:00:00.000,40.72628,-73.989371,3,2,38,1006597.0,1004600042.0,East Village
600,29599,125003,MANHATTAN,296,WEST 4 STREET,10014.0,10,0,0,0,2021-12-08T00:00:00.000,2020-11-01T00:00:00.000,2021-10-31T00:00:00.000,40.736661,-74.003673,2,3,77,1011352.0,1006230038.0,West Village
601,8456,141764,MANHATTAN,546,BROADWAY,10012.0,13,0,0,0,2023-09-22T00:00:00.000,2021-11-01T00:00:00.000,2022-10-31T00:00:00.000,40.723577,-73.99833,2,1,43,1007564.0,1004970009.0,SoHo-Little Italy-Hudson Square
602,805454,125297,MANHATTAN,184,WEST 4 STREET,10014.0,12,0,0,0,2022-02-17T00:00:00.000,2020-11-01T00:00:00.000,2021-10-31T00:00:00.000,40.732547,-74.00188,2,3,67,1010165.0,1005900073.0,West Village
603,17719,117493,MANHATTAN,55,EAST 86 STREET,10028.0,51,0,0,0,2019-01-31T00:00:00.000,2017-11-01T00:00:00.000,2018-11-30T00:00:00.000,40.780641,-73.958277,8,4,15002,1046862.0,1014987501.0,Upper East Side-Carnegie Hill
604,141426,349861,BROOKLYN,132A,16 STREET,11215.0,3,0,0,0,2023-02-08T00:00:00.000,2021-11-01T00:00:00.000,2022-10-31T00:00:00.000,40.665736,-73.991425,7,39,14102,3024115.0,3010520020.0,Windsor Terrace-South Slope
605,7916,121689,MANHATTAN,2794,BROADWAY,10025.0,13,0,0,0,2023-07-06T00:00:00.000,2021-11-01T00:00:00.000,2022-10-31T00:00:00.000,40.802772,-73.967636,7,7,195,1056672.0,1018790061.0,Upper West Side-Manhattan Valley
606,34782,110103,MANHATTAN,111,WEST 71 STREET,10023.0,113,1,1,0,2023-06-30T00:00:00.000,2021-11-01T00:00:00.000,2022-10-31T00:00:00.000,40.776911,-73.979694,7,6,157,1029886.0,1011430030.0,Upper West Side-Lincoln Square
